"rule_id","project_id","rule_order","rule_name","rule_logic","real_time_execute"
"939","31","75","DCV stop date cannot be after EOT date","[dcv_exendtc] != '' AND [eot_dsstdtc] != '' AND [dcv_exendtc] > [eot_dsstdtc]","1"
"706","26","75","IFN incorrect dose units","[ifn_cmdosu] = 'mg'","0"
"1261","36","75","Imported Sodium value/units out of range (63 - 310) mmol/L","[sodium_im_lborres] != '' AND [sodium_im_lborresu] != '' AND [sodium_im_lbstresn] != '' AND (([sodium_im_lbstresn] < 63 OR [sodium_im_lbstresn] > 310) OR (([sodium_im_lbstresn] < 125 OR [sodium_im_lbstresn] > 155) AND [sodium_im_lborres] != [sodium_im_lbstresn])) AND [chem_im_nximport] = 'Y' AND [sodium_im_nxtrust] != 'N'","0"
"1134","36","76","SAE 'Results in Death' and Outcome 'Fatal' must match.","[ae_aesdth] != '' AND [ae_aeout] != '' AND (([ae_aesdth] = 'Y' AND [ae_aeout] != 'FATAL') OR ([ae_aesdth] = 'N' AND [ae_aeout] = 'FATAL'))","0"
"1667","38","76","TX has started, TX drug has dose but no start date.","[trt_suppex_txstat] != 'N' AND 
(([rbv_exdose] != '' AND [rbv_exstdtc] = '' AND [rbv_exoccur] != 'N') 
OR ([vpk_exstdtc] = '' AND [vpk_exoccur] != 'N') 
OR ([hvn_exstdtc] = '' AND [hvn_exoccur] != 'N') 
OR ([zep_exstdtc] = '' AND [zep_exoccur] != 'N'))","0"
"911","31","76","SOF and DCV start dates must match","[1_arm_1][sof_exstdtc] != '' AND [1_arm_1][dcv_exstdtc] != '' AND [1_arm_1][sof_exstdtc] != [1_arm_1][dcv_exstdtc]","1"
"709","26","76","Missing baseline HCVRNA","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hcv_supplb_lbdtbl] = ''","0"
"1065","26","77","Missing baseline MELD in Cirrhotic patients","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][meld_supplb_lbdtbl] = '' AND [1_arm_1][meld_im_supplb_lbdtbl] = '' AND [cirr_suppfa_cirrstat] = 'Y'","0"
"1135","36","77","Rash Grade 3 or 4 requires that SAE and at least one SAE Outcome be marked YES.","[ae_aetoxgr] >= 3 AND ([ae_aeser] = 'N' OR ([ae_aeser] = 'Y' AND !([ae_aescong] = 'Y' OR [ae_aesdisab] = 'Y' OR [ae_aesdth] = 'Y' OR [ae_aeshosp] = 'Y' OR [ae_aeslife] = 'Y')))","0"
"1670","38","77","Missing baseline HCVRNA","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hcv_supplb_lbdtbl] = ''","0"
"912","31","77","SOF and DCV end dates must match","[sof_exendtc] != '' AND [dcv_exendtc] != '' AND [sof_exendtc] != [dcv_exendtc]","1"
"1793","38","78","Missing baseline MELD in Cirrhotic patients","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][meld_supplb_lbdtbl] = '' AND [1_arm_1][meld_im_supplb_lbdtbl] = '' AND [cirr_suppfa_cirrstat] = 'Y'","0"
"1156","36","78","TX has started, TX drug has dose but no start date.","[trt_suppcm_txstat] != 'N' AND (([ifn_cmdose] != '' AND [ifn_cmstdtc] = '' AND [ifn_cmoccur] != 'N') OR ([rib_cmdose] != '' AND [rib_cmstdtc] = '' AND [rib_cmoccur] != 'N') OR ([boc_cmdose] != '' AND [boc_cmstdtc] = '' AND [boc_cmoccur] != 'N') OR ([tvr_cmdose] != '' AND [tvr_cmstdtc] = '' AND [tvr_cmoccur] != 'N') OR ([sim_cmdose] != '' AND [sim_cmstdtc] = '' AND [sim_cmoccur] != 'N') OR ([sof_cmdose] != '' AND [sof_cmstdtc] = '' AND [sof_cmoccur] != 'N') OR ([dcv_cmdose] != '' AND [dcv_cmstdtc] = '' AND [dcv_cmoccur] != 'N'))","0"
"915","31","78","RBV start date cannot be in the future","[rbv_cmstdtc] != '' AND rounddown(datediff('today', [rbv_cmstdtc], 'd', true)) > 0","1"
"710","26","78","Missing baseline ALB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][alb_supplb_lbdtbl] = ''","0"
"1157","36","79","IFN incorrect dose units","[ifn_cmdosu] = 'mg'","0"
"1671","38","79","Missing baseline ALB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][alb_supplb_lbdtbl] = ''","0"
"923","31","79","RBV start cannot be after RBV stop date","[rbv_cmstdtc] != '' AND [rbv_cmendtc] != '' AND [rbv_cmstdtc] > [rbv_cmendtc]","1"
"711","26","79","Missing baseline HGB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hemo_supplb_lbdtbl] = ''","0"
"1159","36","80","Missing baseline HCVRNA","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hcv_supplb_lbdtbl] = ''","0"
"1672","38","80","Missing baseline HGB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hemo_supplb_lbdtbl] = ''","0"
"917","31","80","RBV start date cannot be prior to TX start date.","[rbv_cmstdtc] != '' AND [dm_rfstdtc] != '' AND [rbv_cmstdtc] < [dm_rfstdtc]","1"
"712","26","80","Missing baseline PLT","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][plat_supplb_lbdtbl] = ''","0"
"1282","36","81","Missing baseline MELD in Cirrhotic patients","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][meld_supplb_lbdtbl] = '' AND [1_arm_1][meld_im_supplb_lbdtbl] = '' AND [cirr_suppfa_cirrstat] = 'Y'","0"
"1673","38","81","Missing baseline PLT","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][plat_supplb_lbdtbl] = ''","0"
"916","31","81","RBV start date cannot be after EOT TX end date","[rbv_cmstdtc] != '' AND [eot_dsstdtc] != '' AND [rbv_cmstdtc] > [eot_dsstdtc]","1"
"756","26","81","Treatment start verification","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][trt_suppcm_txstat] = 'N'","0"
"1160","36","82","Missing baseline ALB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][alb_supplb_lbdtbl] = ''","0"
"918","31","82","RBV stop date cannot be in the future","[rbv_cmendtc] != '' AND rounddown(datediff('today', [rbv_cmendtc], 'd', true)) > 0","1"
"1709","38","82","Treatment start verification","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][trt_suppex_txstat] = 'N'","0"
"713","26","82","Genotype other than 1 + SOF/SIM","[hcvgt_lborres] != '' AND [hcvgt_lborres] != '1' AND ([1_arm_1][sim_cmstdtc] != '' AND [1_arm_1][sof_cmstdtc] != '')","0"
"1161","36","83","Missing baseline HGB","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][hemo_supplb_lbdtbl] = ''","0"
"920","31","83","RBV stop date cannot be prior to TX start date","[rbv_cmendtc] != '' AND [dm_rfstdtc] != '' AND [rbv_cmendtc] < [dm_rfstdtc]","1"
"1693","38","83","Cirrhosis = N and baseline or treatment emergent decompensation.","([1_arm_1][dcp_mhoccur] = 'Y' OR [1_arm_1][cirr_suppfa_decomp] = 'Y')
AND [1_arm_1][cirr_suppfa_cirrstat] = 'N' 
AND ([1_arm_1][livbp_mhoccur] != '' 
OR [1_arm_1][livbp_facat] != ''
OR [1_arm_1][livbp_faorres] != ''
OR [1_arm_1][fib_lborres] != ''
OR [1_arm_1][fibscn_lborres] != ''
OR [1_arm_1][fib_lbtest] != ''
OR [1_arm_1][asc_mhoccur] != ''
OR [1_arm_1][pht_faorres] != ''
OR [1_arm_1][egd_faorres] != ''
OR [1_arm_1][plt_suppfa_faorres] != '')","0"
"732","26","83","Cirrhosis = N and baseline or treatment emergent decompensation.","([1_arm_1][dcp_mhoccur] = 'Y' OR [1_arm_1][cirr_suppfa_decomp] = 'Y')
AND [1_arm_1][cirr_suppfa_cirrstat] = 'N'
AND [1_arm_1][dm_actarmcd] != 'foo'
AND [1_arm_1][livr_mhoccur] != 'foo'
AND [1_arm_1][dm_rfstdtc] != ''
AND ([1_arm_1][livbp_mhoccur] != '' 
OR [1_arm_1][livbp_facat] != ''
OR [1_arm_1][livbp_faorres] != ''
OR [1_arm_1][fib_lborres] != ''
OR [1_arm_1][fibscn_lborres] != ''
OR [1_arm_1][fib_lbtest] != ''
OR [1_arm_1][asc_mhoccur] != ''
OR [1_arm_1][pht_faorres] != ''
OR [1_arm_1][egd_faorres] != ''
OR [1_arm_1][plt_suppfa_faorres] != '')","0"
"1162","36","84","Missing baseline PLT","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][plat_supplb_lbdtbl] = ''","0"
"919","31","84","RBV stop date cannot be after EOT TX end date","[rbv_cmendtc] != '' AND [eot_dsstdtc] != '' AND [rbv_cmendtc] > [eot_dsstdtc]","1"
"1694","38","84","Serum Fibrosis test has no score","([fib_lbtest] != '' AND [fib_lborres] = '') OR ([fibscn_lbstat] = 'null' AND [fibscn_lborres] = '')","0"
"740","26","84","Please provide serum fibrosis score","([fib_lbtest] != '' AND [fib_lborres] = '') OR ([fibscn_lbstat] = 'null' AND [fibscn_lborres] = '')","1"
"901","31","85","DCV status = Complete but DCV and SOF stop dates are different.","[dcv_exendtc] != '' AND [dcv_suppex_extrtout] = 'COMPLETE' AND [sof_exendtc] != '' AND [dcv_exendtc] != [sof_exendtc]","1"
"1198","36","85","Treatment start verification","[1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][trt_suppcm_txstat] = 'N'","0"
"1713","38","85","TBIL = zero???","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND [tbil_lbstresn] = 0","0"
"952","26","85","TBIL = zero???","[chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '' AND [tbil_lbstresn] = 0","0"
"1163","36","86","Genotype other than 1 + SOF/SIM","[hcvgt_lborres] != '' AND [hcvgt_lborres] != '1' AND ([1_arm_1][sim_cmstdtc] != '' AND [1_arm_1][sof_cmstdtc] != '')","0"
"913","31","86","SOF status = Complete but SOF and DCV stop dates are different.","[dcv_exendtc] != '' AND [sof_suppex_extrtout] = 'COMPLETE' AND [sof_exendtc] != '' AND [dcv_exendtc] != [sof_exendtc]","1"
"1714","38","86","TBIL weirdness","[tbil_lborres] != '' AND [tbil_lbstresn] != '' AND ([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]","0"
"953","26","86","TBIL weirdness","[chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '' AND ([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]","0"
"914","31","87","SOF and DCV TX status don't match","[dcv_suppex_extrtout] != '' AND [sof_suppex_extrtout] != '' AND [dcv_suppex_extrtout] != [sof_suppex_extrtout]","1"
"1182","36","87","Cirrhosis = N and baseline or treatment emergent decompensation.","([1_arm_1][dcp_mhoccur] = 'Y' OR [1_arm_1][cirr_suppfa_decomp] = 'Y')
AND [1_arm_1][cirr_suppfa_cirrstat] = 'N' 
AND ([1_arm_1][livbp_mhoccur] != '' 
OR [1_arm_1][livbp_facat] != ''
OR [1_arm_1][livbp_faorres] != ''
OR [1_arm_1][fib_lborres] != ''
OR [1_arm_1][fibscn_lborres] != ''
OR [1_arm_1][fib_lbtest] != ''
OR [1_arm_1][asc_mhoccur] != ''
OR [1_arm_1][pht_faorres] != ''
OR [1_arm_1][egd_faorres] != ''
OR [1_arm_1][plt_suppfa_faorres] != '')","0"
"1715","38","87","TBIL test","(([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) OR (([tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]))","0"
"954","26","87","TBIL test","(([chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) OR (([chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]))","0"
"910","31","88","TX stop date cannot be prior to TX start date","[dis_suppfa_txendt] != '' AND [dm_rfstdtc] != '' AND [dis_suppfa_txendt] < [dm_rfstdtc]","1"
"1183","36","88","Serum Fibrosis test has no score","([fib_lbtest] != '' AND [fib_lborres] = '') OR ([fibscn_lbstat] = 'null' AND [fibscn_lborres] = '')","0"
"1716","38","88","Creatinine clearance > 130","[crcl_lborres] > 130","0"
"956","26","88","Creatinine clearance > 130","[crcl_lborres] > 130","0"
"907","31","89","AE start date cannot be prior to TX start.","[ae_aestdtc] != '' AND [dm_rfstdtc] != '' AND [ae_aestdtc] < [dm_rfstdtc]","1"
"1202","36","89","TBIL = zero???","[chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '' AND [tbil_lbstresn] = 0","0"
"1718","38","89","Please revise: Missing AE and action on RBV dose modified.","[rbv_esc_suppex_exadj] = 'ADVERSE_EVENT' AND [rbv_suppex_exncmpae] = ''","0"
"958","26","89","Missing AE on IFN dose modified","[ifn_esc_suppcm_cmadj] = 'ADVERSE_EVENT' AND [ifn_suppcm_cmncmpae] = ''","0"
"833","31","90","Transfusion date cannot be in the future","[xfsn_cmstdtc] != '' AND rounddown(datediff('today', [xfsn_cmstdtc], 'd', true)) > 0","1"
"1203","36","90","TBIL weirdness","[chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '' AND ([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]","0"
"1719","38","90","Albumin < 1.5","[alb_lborres] != '' AND [alb_lbstresn] != '' AND [alb_lbstresn] < 1.5","0"
"959","26","90","Please revise: Missing AE and action on RBV dose modified.","[rib_esc_suppcm_cmadj] = 'ADVERSE_EVENT' AND [rib_suppcm_cmncmpae] = ''","0"
"921","31","91","TX start date cannot be in the future","[dm_rfstdtc] != '' AND rounddown(datediff('today', [dm_rfstdtc], 'd', true)) > 0","1"
"1204","36","91","TBIL test","(([chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '') AND ([tbil_lbstresn] < 0.05 OR [tbil_lbstresn] > 14)) OR (([chem_nximport] != 'Y' AND [tbil_lborres] != '' AND [tbil_lbstresn] != '') AND (([tbil_lbstresn] < 0.1 OR [tbil_lbstresn] > 7) AND [tbil_lborres] != [tbil_lbstresn]))","0"
"1720","38","91","Creatinine < .5","[creat_lborres] != '' AND [creat_lbstresn] != '' AND [creat_lbstresn] < 0.5","0"
"960","26","91","Albumin < 1.5","[alb_lborres] != '' AND [alb_lbstresn] != '' AND [alb_lbstresn] < 1.5","0"
"924","31","92","Disposition start date (derived) cannot preceed TX start date","[dm_rfstdtc] != '' AND [eot_dsstdtc] != '' AND [dm_rfstdtc] > [eot_dsstdtc]","1"
"1205","36","92","Creatinine clearance > 130","[crcl_lborres] > 130","0"
"1721","38","92","Subject has failed IE criteria, but enrollment question is unanswered.","[ie_ietestcd] != '' AND [ie_iestresc] = ''","0"
"961","26","92","Creatinine < .5","[chem_nximport] != 'Y' AND [creat_lborres] != '' AND [creat_lbstresn] != '' AND [creat_lbstresn] < 0.5","0"
"926","31","93","SAE must be defined with one of the possible Outcomes attributed to SAE","[ae_aeser] = 'Y' AND !(
[ae_aesdth] = 'Y' OR 
[ae_aeslife] = 'Y' OR 
[ae_aeshosp] = 'Y' OR 
[ae_aesdisab] = 'Y' OR 
[ae_aescong] = 'Y' OR 
[ae_aesmie] = 'Y'
)","1"
"1206","36","93","Missing AE on IFN dose modified","[ifn_esc_suppcm_cmadj] = 'ADVERSE_EVENT' AND [ifn_suppcm_cmncmpae] = ''","0"
"1722","38","93","Subject has derived TX start and end dates, TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-treatment results.","[dm_rfstdtc] != '' AND [dm_rfendtc] != '' AND (datediff('today', [dm_rfendtc],'d') > 84) AND [hcv_suppfa_wk10rna] = 'N'","0"
"964","26","93","Subject has not failed IE criteria, but enrollment question is answered.","[ie_iestresc] != '' AND [ie_ietestcd] = ''","1"
"927","31","94","Date of organ transplant cannot be in the future","[mh_mhstdtc] != '' AND rounddown(datediff('today', [mh_mhstdtc], 'd', true)) > 0","1"
"1207","36","94","Please revise: Missing AE and action on RBV dose modified.","[rib_esc_suppcm_cmadj] = 'ADVERSE_EVENT' AND [rib_suppcm_cmncmpae] = ''","0"
"1723","38","94","Subject has derived end of treatment but EOT doesn't have TX end date","[dm_rfendtc] != '' AND [eot_dsstdtc] = ''","0"
"965","26","94","Subject has derived TX start and end dates, TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-treatment results.","[dm_rfstdtc] != '' AND [dis_suppfa_txendt] != '' AND (datediff('today', [dis_suppfa_txendt],'d') > 84) AND [hcv_suppfa_wk10rna] = 'N'","0"
"928","31","95","Date of organ transplant cannot be after TX start date","[dm_rfstdtc] != '' AND [mh_mhstdtc] != '' AND [dm_rfstdtc] < [mh_mhstdtc]","1"
"1208","36","95","Albumin < 1.5","[alb_lborres] != '' AND [alb_lbstresn] != '' AND [alb_lbstresn] < 1.5","0"
"1724","38","95","Pre liver transplant subject with decompensated cirrhosis has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","[dcp_mhoccur] = 'Y' AND 
[cirr_suppfa_cirrstat] = 'Y' AND 
[livr_mhoccur] = 'N' AND 
[livtrp_ceoccur] != 'Y' AND
[dm_rfstdtc] != '' AND 
[dm_rfendtc] != '' AND 
(datediff('today', [dm_rfendtc],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"969","26","95","Pre liver transplant subject with decompensated cirrhosis has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","[dcp_mhoccur] = 'Y' AND 
[cirr_suppfa_cirrstat] = 'Y' AND 
[livr_mhoccur] = 'N' AND 
[livtrp_ceoccur] != 'Y' AND
[dm_rfstdtc] != '' AND 
[dis_suppfa_txendt] != '' AND 
(datediff('today', [dis_suppfa_txendt],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"929","31","96","Physical examination date cannot be in the future","[pec_pedtc] != '' AND rounddown(datediff('today', [pec_pedtc], 'd', true)) > 0","1"
"1209","36","96","Creatinine < .5","[chem_nximport] != 'Y' AND [creat_lborres] != '' AND [creat_lbstresn] != '' AND [creat_lbstresn] < 0.5","0"
"1725","38","96","Post liver transplant subject has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","([livr_mhoccur] = 'Y' OR 
[livtrp_ceoccur] = 'Y') AND
[dm_rfstdtc] != '' AND 
[dm_rfendtc] != '' AND 
(datediff('today', [dm_rfendtc],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"970","26","96","Post liver transplant subject has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","([livr_mhoccur] = 'Y' OR 
[livtrp_ceoccur] = 'Y') AND
[dm_rfstdtc] != '' AND 
[dis_suppfa_txendt] != '' AND 
(datediff('today', [dis_suppfa_txendt],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"930","31","97","Vital signs date cannot be in the future","[vs_vsdtc] != '' AND rounddown(datediff('today', [vs_vsdtc], 'd', true)) > 0","1"
"1210","36","97","Subject has failed IE criteria, but enrollment question is unanswered.","[ie_ietestcd] != '' AND [ie_iestresc] = ''","0"
"1727","38","97","Baseline HGB < 9","[hemo_lbstresn] != '' AND [hemo_lbstresn] < 9 AND [hemo_lbblfl] = 'Y' AND [dm_rfstdtc] != ''","0"
"974","26","97","Baseline HGB < 9","[hemo_lbstresn] != '' AND [hemo_lbstresn] < 9 AND [hemo_lbblfl] = 'Y' AND [dm_rfstdtc] != ''","0"
"931","31","98","Record signs / symptoms = Y but no term is recorded","[ce_ceoccur] = 'Y' AND [ce_ceterm] = ''","1"
"1211","36","98","Subject has derived TX start and end dates, TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-treatment results.","[dm_rfstdtc] != '' AND [dis_suppfa_txendt] != '' AND (datediff('today', [dis_suppfa_txendt],'d') > 84) AND [hcv_suppfa_wk10rna] = 'N'","0"
"1728","38","98","Please enter Immunosuppression Dosages for this ConMed","[imminit_cmdosrgm] = '' AND [cm_suppcm_cmimmuno] = 'Y' AND [1_arm_1][livr_mhoccur] = 'Y' AND [1_arm_1][dm_rfstdtc] != ''","0"
"976","26","98","Please verify ALB: Non-cirrhotic + ALB< 3 OR Cirrhotic + ALB>6 (Clinical)","[alb_lborres] != '' AND [alb_lbstresn] != '' AND ((([alb_lbstresn] < 3 AND [cirr_suppfa_cirrstat] = 'N') OR ([alb_lbstresn] > 6 AND [cirr_suppfa_cirrstat] = 'Y')) AND !([alb_lbstresn] < 1 OR [alb_lbstresn] > 12)) AND [alb_lborres] = [alb_lbstresn] AND [chem_nximport] != 'Y'","0"
"932","31","99","Date of most recent biopsy cannot be in the future","[livbp_suppmh_mhstyr] != '' AND rounddown(datediff('today', [livbp_suppmh_mhstyr], 'd', true)) > 0","1"
"1212","36","99","Subject has derived end of treatment but EOT doesn't have TX end date","[dis_suppfa_txendt] != '' AND [eot_dsstdtc] = ''","0"
"1729","38","99","Please verify ALB: Non-cirrhotic + ALB< 3 OR Cirrhotic + ALB>6 (Clinical)","[alb_lborres] != '' AND [alb_lbstresn] != '' AND ((([alb_lbstresn] < 3 AND [cirr_suppfa_cirrstat] = 'N') OR ([alb_lbstresn] > 6 AND [cirr_suppfa_cirrstat] = 'Y')) AND !([alb_lbstresn] < 1 OR [alb_lbstresn] > 12)) AND [alb_lborres] = [alb_lbstresn]","0"
"989","26","99","Please verify subject's height and units. Subject's height in cm is out of expected range (+- 20% of avg).","[1_arm_1][height_vsorres] != '' AND [1_arm_1][height_vsorresu] != '' AND [1_arm_1][height_suppvs_htcm] != '' AND (
([1_arm_1][dm_sex] = 'M' AND ([1_arm_1][height_suppvs_htcm] < 140.8 OR [1_arm_1][height_suppvs_htcm] > 211.2)) 
OR 
([1_arm_1][dm_sex] = 'F' AND ([1_arm_1][height_suppvs_htcm] < 129.6 OR [1_arm_1][height_suppvs_htcm] > 194.4))
)","0"
"933","31","100","Serum Fibrosis date cannot be in the future","[fib_lbdtc] != '' AND rounddown(datediff('today', [fib_lbdtc], 'd', true)) > 0","1"
"1213","36","100","Pre liver transplant subject with decompensated cirrhosis has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","[dcp_mhoccur] = 'Y' AND 
[cirr_suppfa_cirrstat] = 'Y' AND 
[livr_mhoccur] = 'N' AND 
[livtrp_ceoccur] != 'Y' AND
[dm_rfstdtc] != '' AND 
[dis_suppfa_txendt] != '' AND 
(datediff('today', [dis_suppfa_txendt],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"1741","38","100","Please verify subject's height and units. Subject's height in cm is out of expected range (+- 20% of avg).","[1_arm_1][height_vsorres] != '' AND [1_arm_1][height_vsorresu] != '' AND [1_arm_1][height_suppvs_htcm] != '' AND (
([1_arm_1][dm_sex] = 'M' AND ([1_arm_1][height_suppvs_htcm] < 140.8 OR [1_arm_1][height_suppvs_htcm] > 211.2)) 
OR 
([1_arm_1][dm_sex] = 'F' AND ([1_arm_1][height_suppvs_htcm] < 129.6 OR [1_arm_1][height_suppvs_htcm] > 194.4))
)","0"
"1020","26","100","Please verify height and weight measure and units. BMI out of range (< 15 or > 55","[bmi_suppvs_bmi] != '' AND ([bmi_suppvs_bmi] > 55 OR [bmi_suppvs_bmi] < 15)","0"
"1038","26","101","Please revise. Immunosuppression dosage has no units.","([imminit_cmdose] != '' AND [imminit_cmdosu] = '') OR ([imminitalt_cmdose] != '' AND [imminitalt_cmdosu] = '') OR ([immfinl_cmdose] != '' AND [immfinl_cmdosu] = '') OR ([immfinlalt_cmdose] != '' AND [immfinlalt_cmdosu] = '')","0"
"934","31","101","FibroScan date cannot be in the future","[fibscn_lbdtc] != '' AND rounddown(datediff('today', [fibscn_lbdtc], 'd', true)) > 0","1"
"1214","36","101","Post liver transplant subject has TX start and end. TX end is more than 12 weeks ago. Please update HCV RNA to include 10-week post-TX results.","([livr_mhoccur] = 'Y' OR 
[livtrp_ceoccur] = 'Y') AND
[dm_rfstdtc] != '' AND 
[dis_suppfa_txendt] != '' AND 
(datediff('today', [dis_suppfa_txendt],'d') > 84) AND 
[hcv_suppfa_wk10rna] = 'N'","0"
"1755","38","101","Please verify height and weight measure and units. BMI out of range (< 15 or > 55","[bmi_suppvs_bmi] != '' AND ([bmi_suppvs_bmi] > 55 OR [bmi_suppvs_bmi] < 15)","0"
"935","31","102","CAP date cannot be in the future","[cap_lbdtc] != '' AND rounddown(datediff('today', [cap_lbdtc], 'd', true)) > 0","1"
"1215","36","102","Follow-up packets are due for these subjects","[hcv_suppfa_fudue] = 'Y'","0"
"194","26","102","Please verify: Consent date should not be after EOT date","[consent_dssstdtc] != '' AND [eot_dsstdtc] != '' AND [consent_dssstdtc] > [eot_dsstdtc]","1"
"1773","38","102","Please revise. Immunosuppression dosage has no units.","([imminit_cmdose] != '' AND [imminit_cmdosu] = '') OR ([imminitalt_cmdose] != '' AND [imminitalt_cmdosu] = '') OR ([immfinl_cmdose] != '' AND [immfinl_cmdosu] = '') OR ([immfinlalt_cmdose] != '' AND [immfinlalt_cmdosu] = '')","0"
"352","26","103","EOT: TX stop date cannot be prior to TX start date","[dis_suppfa_txendt] != '' AND [dm_rfstdtc] != '' AND [dis_suppfa_txendt] < [dm_rfstdtc]","1"
"1635","38","103","Please verify: Consent date should not be after EOT date","[consent_dsstdtc] != '' AND [eot_dsstdtc] != '' AND [consent_dsstdtc] > [eot_dsstdtc]","1"
"936","31","103","Pregnancy test date cannot be in the future","[preg_lbdtc] != '' AND rounddown(datediff('today', [preg_lbdtc], 'd', true)) > 0","1"
"1216","36","103","Baseline HGB < 9","[hemo_lbstresn] != '' AND [hemo_lbstresn] < 9 AND [hemo_lbblfl] = 'Y' AND [dm_rfstdtc] != ''","0"
"1042","26","104","Check immunosuppressant units","([imminit_cmdosu] != '' AND [imminit_cmdosu] != 'mg') OR
([imminitalt_cmdosu] != '' AND [imminitalt_cmdosu] != 'mg') OR
([immfinl_cmdosu] != '' AND [immfinl_cmdosu] != 'mg') OR
([immfinlalt_cmdosu] != '' AND [immfinlalt_cmdosu] != 'mg')","0"
"1648","38","104","EOT: TX stop date cannot be prior to TX start date","[dm_rfendtc] != '' AND [dm_rfstdtc] != '' AND [dm_rfendtc] < [dm_rfstdtc]","1"
"941","31","104","Date drug dispensed cannot be in the future","[da_dadtc] != '' AND rounddown(datediff('today', [da_dadtc], 'd', true)) > 0","1"
"1217","36","104","Please enter Immunosuppression Dosages for this ConMed","[imminit_cmdosrgm] = '' AND [cm_suppcm_cmimmuno] = 'Y' AND [1_arm_1][livr_mhoccur] = 'Y' AND [1_arm_1][dm_rfstdtc] != ''","0"
"937","31","105","Source upload date cannot be in the future","[source_nxdate] != '' AND rounddown(datediff('today', [source_nxdate], 'd', true)) > 0","1"
"192","26","105","Consent date cannot be in the future","([consent_dssstdtc] != '' AND rounddown(datediff('today', [consent_dssstdtc], 'd', true)) > 0)","1"
